distance_km,passengers,duration_min
17.09072161235302,3,45.67031792406382
11.756746232010723,3,35.00511203482141
25.06390255083998,2,65.65107710595244
24.439292689864754,1,61.28221519525367
10.197027891858745,3,28.570331250104353
28.634082457022604,3,75.96638734778026
9.43661730606344,2,27.044187682774158
15.936656747719722,2,42.170926277574836
8.422987626460479,3,24.70212734711467
28.145263531419936,2,73.52151186119391
5.773626709878526,2,16.965865201707135
2.302407962377541,2,6.862515046605476
13.6178147400881,2,35.63156282558007
29.778891357619273,3,78.28234833719983
26.858640721392504,2,70.76208421997896
22.709632564251528,2,60.79006383479087
26.83298223547722,3,71.4619850094645
26.90995255123803,2,69.96217213913144
16.04689245120702,1,42.06604501400003
10.161942503092996,4,29.538105407525634
23.38836053121865,1,59.51767036778842
20.188176631865073,3,53.246310858323206
11.836074137337592,2,30.741442732636266
3.7395333737839427,1,10.882382446096061
22.656898729121753,1,58.02776012938913
8.611354961763077,4,27.016039888916705
28.1675813654796,2,73.36506524459145
7.988146675164858,2,22.613010959236004
4.5599800399330945,3,15.55656676551029
25.10226749162228,1,63.912985632828224
5.445245182110328,3,17.626004350498217
6.198780936574433,2,17.170807938749725
18.382100954104462,3,49.92495831090029
26.36229918428647,1,67.7741656460022
6.696605305722624,4,20.87183183623436
9.99938651410275,1,26.25029838424972
23.54474030899415,3,61.83824826285602
29.182966355768052,3,76.03090919290402
15.521494399867928,2,40.07880664456766
5.173027573986273,1,15.398343860132238
1.4041523435378447,2,6.976066033564659
7.6600248699668025,4,24.487496029144346
4.82284431580911,4,18.82930674146659
20.652101534772868,4,56.241008140363775
4.533142634227403,1,15.56461900067914
15.683568016998358,3,42.58139062713267
21.13361063364371,1,54.28921993586529
17.852381667406167,3,47.83317625457521
6.793493898141671,2,19.75606030541448
24.31961125928562,3,65.23464307610028
21.74680675885825,3,57.85310050409254
22.430536113550712,4,62.6530601309944
4.8006747951620845,2,14.640836272538673
4.588860305859994,2,14.142636150760184
27.899313979188722,3,72.43928725345809
12.529767620923279,1,32.94291812685858
9.727512061647253,1,25.384752933308768
15.168937315194466,3,40.91410355864888
20.22306217014389,4,54.58118101721136
28.71307445436213,3,78.054449515662
9.306940579579596,4,27.803874198769954
27.819444450048785,1,69.2916257043407
1.7209252502014332,2,6.004091665771011
17.100743227477917,3,46.30029022921858
19.385278238751468,2,51.40986262949515
4.071024708771846,1,11.932358293654927
5.069848314853466,1,14.55123533891019
13.154315260172812,4,37.0409278437947
29.02072545215227,3,76.49225407388222
18.285234043796812,2,47.23702564538145
28.057673426406126,2,71.9245405830013
24.32646655277615,1,61.09845740744012
14.554066445103453,4,39.99677725816036
23.758140028313434,1,61.6595595596416
1.5172667353326443,4,9.281778539310498
4.165175906206313,1,12.589605135493914
25.053429831599352,2,65.07288764502267
24.10769556142969,2,63.446046602439374
7.746581517026577,4,22.405164387923897
16.39231812737255,1,43.04388283647673
18.574458800300317,2,49.013266830755825
26.164429659504325,2,68.43818374890999
18.490107562823045,2,49.005292206106226
12.96457550893673,1,32.62438361780494
11.851337258808298,4,32.9303033716297
13.350580504831786,2,35.064397095896496
19.90599974181925,2,52.729916635821034
26.15722832081742,2,68.48316221721896
14.163009580212693,4,38.839581673149866
8.187347325589386,2,21.887268946505248
7.863208526929853,2,21.33478563138379
22.634414127059944,2,58.62873025738304
24.6804941392934,2,62.73918451738085
4.053064315769624,1,9.910609023283927
2.9302068517001665,3,10.103681832842861
18.2385762489371,1,46.88269445856776
5.2390240815882505,1,13.116965864217136
24.915261523233898,1,63.37235029811298
9.999705543798159,2,28.45781667563721
5.172286056163137,4,16.42893540299433
27.708143702136056,3,72.6639134969296
5.800419959323067,4,20.32580663205844
9.25688238780013,2,25.123937579136516
5.4547884605697,4,17.863301460565832
4.349211846295294,1,13.236525430044708
1.6132924737567609,3,7.327029105420355
2.6064668657635433,4,12.420662189614426
6.064602657139728,3,19.19047203397652
2.5480760461880863,4,10.82734546256038
18.143170667218165,2,48.23761719864294
20.740721277185685,1,53.37225270681025
12.41528324812882,4,36.85909094132452
10.221741811609434,1,26.206008991158566
15.631260873644672,4,43.919358250893296
26.37514332480365,3,69.47634263240448
25.682817177843972,4,69.71119108624971
2.2607767983709666,2,7.02676280148324
6.263453878299198,4,21.47561174398585
7.865601262027484,1,21.330331927239126
8.232239699134144,2,21.663674174202413
17.565746900540407,1,46.32263007683152
13.071610345392576,4,39.713118944279174
2.4283694779002256,3,10.67275766429997
11.834810015327577,4,35.81400980554541
16.18883551281148,4,45.35746016363129
3.948485184207763,2,10.609708040780898
25.17029805986823,1,62.28162469850305
2.5068941274880236,4,11.322317362587818
27.8204142015238,2,71.35905669607952
3.8742811058163893,1,9.971126486213622
25.46367359633483,4,68.3964373068684
27.176941173900897,4,73.35793822261353
29.407549737011188,2,74.46611679576583
24.258750527934215,4,64.99799869955515
23.604848682368537,1,61.72199238904166
19.632015003870883,1,49.20474912945584
23.590894282765742,2,62.24699689407931
4.902014043981265,3,15.370304348404169
16.54597304248148,1,43.110726366053655
15.912463235522019,1,42.078485596007916
25.869592179554168,3,69.01526221587044
14.42118160221196,4,41.76211360774377
12.16759538691025,3,32.86739493386767
19.54733486587619,4,54.78199687143178
8.727436207524537,4,25.76589740417652
5.053283917664749,3,16.49275155973341
14.858440946688628,3,41.0043485537188
13.089791689251665,4,38.00960178199875
7.744528275337338,2,22.098277364403533
11.657842493338713,1,29.500796254822056
11.625381044961175,4,32.51358520010722
10.497371367963819,2,29.515777099871315
12.00445831208094,4,34.99698035772127
20.886557018222415,2,55.76576938651386
9.609417762567274,4,28.77881147223032
28.516879874744873,1,71.08703532618522
27.57409256660716,3,73.501361097522
14.94640242070228,2,39.39563544209459
10.522474945135976,2,29.04819082026096
16.52760890507009,2,43.071562834195696
25.60825417443511,4,70.46493714632146
19.92503287624296,2,51.3360173664242
24.327363010465245,4,65.28097777205694
16.448946005906464,2,43.62981371746348
19.354611248761003,1,48.49434579481555
9.35651281129139,4,28.52180155681607
22.311901706998434,1,58.59166474496358
6.8697332006458325,2,19.08387084092087
21.14914573573645,4,58.06800715837285
25.960852981450927,4,66.95269706758876
4.830982281744774,4,16.838526503877095
18.817012475715675,2,49.129488903362976
3.7577766986681036,4,13.375944144259872
22.04575321987138,2,58.595833519306986
3.450303345882087,3,11.899514683081389
28.142254858318154,3,73.7781596587018
4.9848299710962625,1,13.284882052951584
28.80752713136333,2,72.50200195664324
24.225641106467805,2,61.832116326092546
18.21677812952427,2,48.90303880993089
23.69609903425686,2,59.53029693876218
24.05833033050949,3,62.97951047665803
28.43478482170258,1,71.88724199796668
8.348117261336428,1,23.813915020632635
18.112200965390965,4,50.84910617897378
3.7564267293676354,2,11.23389629636599
18.868805300699517,3,52.07652694886435
5.967447818690875,3,17.778103726226067
17.383567732700815,3,48.06801913548604
17.60048490698164,2,45.04233502153109
14.513569436455592,2,39.757181422928134
16.15632148988056,4,44.78467007923041
23.15377831019105,4,61.65594153453636
24.178096778849934,2,62.62809833404852
15.272443251687445,3,42.05845230893883
18.388209804155757,4,50.27577607986368
28.005850835012954,1,71.76858059352772
4.472274066532561,4,15.397691282667337
4.396003411103205,2,14.010380921689372
3.543561345412284,4,14.10112542556731
20.078035266175306,3,53.73416511073033
13.139640722921005,4,37.207719494936555
23.455321068113456,1,59.9898434660489
20.465710985949187,1,52.91453120790667
10.675494991518907,4,33.55053663152887
27.052629873484538,3,72.17099510550952
23.113432265048917,3,62.359570612438134
8.845513286395096,1,26.402295410848023
11.561568515389567,1,30.61987976524176
10.118759425923624,4,30.581542076120765
5.5707378101249905,2,17.030859599634127
5.285717803723558,3,15.80532853172064
28.147696437896577,2,72.32533945832269
13.699217078763844,2,36.141873430217274
12.116274860544886,1,32.13830112858177
22.16088555164396,4,60.0280393168887
17.036798892334097,4,47.530220656309545
28.148059618315404,1,72.65760366593697
23.628743323372372,2,62.335009047135074
14.90171735961167,3,40.69257239598793
11.91442473094396,2,31.51606673048168
29.61231480280534,3,78.76606173866652
21.81504684410566,2,57.71150829117401
28.58464514011139,1,71.0553560319831
4.4358787392942,2,13.17654290932722
25.665476696532696,3,67.9292072033485
19.47514263574502,1,50.666686306483584
4.535728671718265,4,17.049423174235432
18.0594819991074,1,46.63261099894398
20.896794588058015,1,54.02723400150389
1.3567778907694823,3,7.056081529301859
14.17522089341065,3,38.364200545346065
24.936585824693314,2,64.48020017069203
9.565411734978607,2,26.332520524086625
14.297894372157982,1,36.910056680376364
13.827109684968903,3,36.28220130797879
9.755894351832255,2,26.392252544651203
27.634814969951073,1,70.34324307796683
23.65752702751396,2,61.262447576879204
4.207063918887204,4,15.070836001706423
29.91400507728962,2,77.67300406402865
26.496800704924613,4,69.9630445752629
9.23334469805713,2,23.85531953119161
25.270000810167208,1,64.02683223458133
4.086166424270103,2,13.379530466177048
29.97403718375292,2,79.02264599886895
20.30485734708957,1,52.744271606818664
19.85362545120511,3,51.76579986814394
3.6227810825398494,2,11.224585466972853
27.01396856800213,3,71.39155580108685
1.8409855929296133,2,7.180055099247625
7.984013683193265,2,22.899338760926035
5.147634379832415,2,14.352037003120277
23.52627028007434,1,60.0806187877366
6.747922589174038,3,20.890129302711227
27.408508586795673,1,70.54694242029284
20.031802140497213,3,52.87378718463024
2.04871860434619,4,9.576639643622578
1.1574651897323134,4,4.989845294257442
2.498079593417569,2,8.023737015966148
18.571830151784102,2,48.30516048648921
24.242972514923043,4,64.38784677914016
7.918031798194265,2,22.360691645718312
25.632856444769114,2,66.42619567987752
2.659726264444551,4,9.190101783533766
24.22795175560861,4,65.58538735832329
27.90606747499613,4,73.6368445567013
23.391143574027037,1,60.163547894258116
21.24550273538048,4,56.63190559072253
25.30142634100611,1,64.48357239104621
2.1643876868649263,3,8.72780588827581
6.851681210852606,4,22.232304912081844
4.622786699863649,3,15.28166402731047
15.631398715596609,4,43.623332613970064
22.61045572153649,2,57.38986698979697
19.27034349271556,2,49.09865076832787
25.682801893096116,2,66.02311779364807
5.501176780791636,2,16.144662068049502
22.304011666119685,3,58.7517812181001
6.598203235198219,2,19.52072001857501
8.852003788216207,3,25.45078855132883
21.587236221157813,2,55.403077828115016
29.425938762061772,2,75.68675061216652
18.734764573335017,1,48.262771269654095
2.5805091347475724,3,10.376157555693515
18.872960127898452,4,53.860779451739255
2.228165995824846,4,9.701505649558694
26.640225629637698,2,68.92708541250386
21.577770267918,2,56.770549616614424
6.020707546252593,3,18.628345906430667
3.659909168901744,3,12.249154776265707
6.322463637529251,1,15.456901917478882
29.42078820707158,3,76.64113595862594
14.298258631296205,1,35.87194416552271
23.73834750190083,1,58.8192620736283
19.45584192112553,3,51.443925961143236
17.599981348800483,1,44.15286165123476
5.208777385286441,2,16.00573000850905
28.434709153184755,3,75.28786472037618
9.73893634292682,3,27.043461567736177
17.762499258418725,2,46.54601951548369
21.293502393082917,1,52.57551332059476
19.827761502113958,4,53.8750638051022
28.277237881170034,4,75.89207660362743
5.304730707681681,4,18.886764658818304
15.74222941496132,3,42.24252645571199
12.716997331482213,2,35.24434818923305
14.750893154995925,4,40.161540965976336
4.457308259734594,2,12.295642850192694
4.888743686310194,1,14.13152108141336
9.064190827656464,4,29.131598297704407
9.836433509064108,2,27.484515760843962
13.40919319675915,4,38.28264060536386
18.71863886406222,2,47.001413413633344
19.404244405129628,4,51.288163956780586
12.942516000981538,3,36.08569953934972
12.854710173432217,2,34.17871276400936
7.311227274211897,2,19.572233003377626
18.06088120386124,4,50.01773559048315
10.194186428199899,1,26.800597438007557
2.045735194043547,2,8.45875385364914
13.133601280548952,2,35.37060548438508
14.74984757761494,3,41.70301331237174
7.542193177922119,2,21.26347697435411
17.601280060541356,3,47.48786515654606
17.407385112525706,2,46.98277496756144
21.358063252200772,1,53.616717250460496
19.79050598383509,1,53.49071241285389
19.920558639109917,3,53.77665407594153
10.17021040289725,2,28.2063552600808
23.835534437592663,2,62.51393206795425
16.925187124390703,3,47.7901042863084
13.511127660216813,2,36.97032656221464
19.154361947290656,2,48.680848889222716
11.459062699057373,1,31.251127132410936
15.869438093595988,2,41.732698654544954
22.36446496598439,3,59.6183174878003
26.705683714987522,3,69.08495531529353
27.71065872156056,4,74.6028488220253
15.605354830309878,4,43.16201278570714
16.087978327476506,1,41.52011545668474
24.196241912151258,2,62.60650577501737
10.119070060581837,2,29.622687953190443
25.284088508006988,3,68.79248157016305
15.330107749005279,2,40.77178254272794
4.359845005722783,4,15.763590225675811
3.089715265115367,2,9.750845196438902
25.41780312014443,3,68.25051409186385
2.611469590299459,1,7.399754105415271
9.137731647876022,4,27.22299184504436
10.689771174544829,4,32.50302080002704
6.01683891055622,4,19.3037981810739
10.102907724257687,2,27.619514276195687
22.538084435027486,1,55.963900306057724
1.4258024632420523,3,7.868696503228297
24.988029311099908,2,66.81094021693164
25.839892683662185,4,70.12095708195525
11.795585622554897,3,34.550763223934545
5.4547740727584095,3,16.390833045718693
18.424371830407345,4,51.097253858046564
4.4705041200819355,4,15.03310037583545
11.582661471269322,2,31.12888813259196
28.7944462461282,1,73.958327092673
29.868469704925477,1,75.972994875417
23.39104184928298,2,59.46496360060623
10.01788378770222,3,27.32968036371779
20.942286425816683,1,52.17455213305094
21.456784599036368,1,55.333414087530514
12.247409159745843,3,36.28241743502127
19.585770402998623,4,55.12688425149677
1.311101704294611,1,2.581769061590463
7.0626720994650025,3,22.67775618673229
16.227560786050574,1,42.705302382141085
5.748787823490581,3,16.426669613197692
5.811299168419476,4,19.02504630433819
25.2528244259569,4,69.02758347638806
29.68485707782456,3,78.36257620549618
17.123113412825003,3,45.09868847967452
25.33302219556969,4,68.74329764472041
29.719328265461904,3,75.76082006757417
5.106280768494466,2,14.942879745478953
13.999122784376182,4,40.9357637303405
12.384608759415677,3,34.57991611411051
3.3214292257393656,4,12.604635514386468
22.90457501104759,3,61.750783781391334
13.579591792355197,4,39.723731295974574
14.610481091521637,1,39.03624242167105
5.369516240583965,1,15.4981330299063
6.246872914695175,1,17.898557080675086
27.306005042530234,3,72.59792116376312
2.2948235802540875,3,9.60258759975169
7.752716263367481,1,20.671299658182516
9.469720579121322,1,24.637041728705903
15.215728729646006,4,41.626953531055285
18.00691001742908,4,48.86196353475289
15.30540929966933,3,41.58150876723812
3.4393447021495787,2,11.239813914976377
8.066356167615693,2,24.006703017043495
25.464063158113692,1,64.81836066740873
19.490072313875313,1,50.92865707556595
19.825322453893957,4,55.442621791167014
20.435894405189295,2,53.25828921528444
23.124187552146342,3,62.00515909173604
2.685145969921973,3,10.06933688308007
11.631643163045759,2,32.80124380169287
16.64629562258868,1,43.45158239473764
10.815238015622455,3,29.447611284367785
25.489887325328407,1,65.08624296547487
14.994602749031525,2,41.534619034402695
23.290200094321996,4,62.844269201258285
25.708449989553902,3,68.31884000397982
15.638953004201444,4,44.44326134824275
27.37701507226915,1,68.60591478150828
18.026594275572435,1,46.7771936381446
25.65795466617793,2,65.15105151341021
10.877133072154203,2,28.96720857398411
15.465691797413072,1,40.93995246102688
16.410920189132753,4,46.18405676314024
4.044411760986047,1,11.006551594718589
12.558022694344679,3,35.44151775710688
27.602792503998607,3,72.54688901224138
19.29413497057753,3,51.847915928795665
6.147690890672057,1,17.226045753400278
10.826813432678543,2,28.739665841037223
6.556487280218295,3,20.03155460610043
1.7198708221586037,2,6.387408860789857
27.896353296616773,3,71.75527986694168
13.998012519449272,1,35.27457554237389
9.918517100202799,1,27.56449919757083
18.355838555174362,3,49.87431970252114
1.2121192324974535,3,5.306709779842245
9.0626410914236,1,22.31624835271059
21.387970505267884,4,58.15776236305913
19.379323419008625,1,51.20949508069805
29.47237247873353,4,78.29417306202947
18.990373580083276,3,52.38293350361221
14.847670335204251,4,42.27110660882928
23.08154433233622,4,62.97511128868644
27.19650828695754,2,69.05555020808929
21.900182454832194,4,60.48797905883024
28.93312548293201,1,73.19788167005642
23.67814995140714,2,62.458467332128755
26.137241709595866,1,65.72893429200356
4.309018064325478,2,13.349594508323609
22.239991586819844,4,60.751981920987234
13.76257228629369,2,36.65239739915835
17.04001026992698,1,44.20457086790361
19.968969874988346,2,52.056027612278356
29.124638384461512,4,76.9625362081125
29.552764361517113,3,79.08739428658674
9.358619119149253,3,28.045500664234577
22.278851425699568,2,57.336263819200745
22.74952260012279,2,59.842250805901585
11.048292978078415,3,30.47805359049488
4.592223471062409,3,13.8958740339937
2.187461848285873,4,11.302464062113657
23.54295069834618,3,60.75327712021804
15.201292512690271,4,43.73008719530221
29.58066491535286,4,78.4989399758091
14.484230229615939,1,37.199028970959326
29.359592393141366,2,76.20873220247671
12.935704063627737,2,35.320458971063594
24.016782366239205,1,60.415612738769106
3.45975889704313,1,10.567122851357887
17.108389593995152,4,47.6843445230131
24.259733822586004,2,61.79327976359697
27.81634834937677,1,70.5709963898622
24.854909627905517,2,65.91855308532273
2.0721510888340524,2,9.256972520330828
11.808367897895291,1,31.438268202346904
2.4122556971016866,1,6.040295754585847
4.169186442322182,4,15.713573008261342
20.58386323135704,4,57.11051898225179
21.684487693039248,2,57.33692721591684
23.43789979979716,3,62.97970378818083
26.098239893614224,4,70.4088628132831
22.443512585818787,4,60.836369125716416
24.22527617109233,1,61.15482293182681
2.419947584875098,4,8.951933443686249
7.8015193627976585,1,21.043440173707495
19.03503542788213,1,48.97364141335751
25.885633834119872,2,67.6716604281245
1.1305036232501147,3,5.0887153648323915
15.924250921374144,1,41.65564399275043
20.64133458156752,2,56.05788154853958
1.8586113847297832,2,7.124978592602369
12.63931116904825,2,33.93661260341408
26.973411560127207,4,72.54253125640372
20.476771456819904,2,55.624265666760095
7.892092537457322,1,19.906583581943412
25.730652759325466,1,65.72983883170757
11.092911278875915,1,28.132620774892143
25.746995463177722,1,65.02048393709931
9.669365882448261,3,27.723824398238715
18.11928727561132,2,49.04554143064186
12.511261964687188,2,35.4791455124067
8.969926471896944,4,27.672958324369066
26.710169302984205,3,69.99882853443702
6.440216776245249,1,19.79328080725164
3.45953614583713,2,10.621285883263305
10.91588121782415,2,29.11856713020064
21.811535281605458,4,57.553895159434916
24.41551657331217,2,64.83488300252517
29.96355773193618,1,77.07713992221174
9.594499653323783,3,30.004054669425905
12.830316582807184,2,33.08626810479983
4.9678170628591625,1,15.077713464627015
17.671285959067973,3,47.84835041603606
29.9298210806246,1,76.83065291836164
21.325549293499098,4,56.46609609264327
18.26117237198778,4,51.921012752634745
12.378703694732026,2,34.1332759881619
27.543664048281087,3,72.42025008591649
15.410581287780134,3,42.77156590711146
4.896640486078784,3,15.076105914154711
11.595975432774871,1,29.61049849635548
2.94783339658524,2,9.306138877837704
6.857392092974665,1,16.490752370746385
1.512394648997454,3,8.242745116697002
14.145117578504738,1,37.754387560444414
19.401667683602117,3,51.40282505924145
10.955481408988325,3,31.336906538415633
13.191071373653037,4,37.512137959503356
28.8170689124927,2,74.77094624331278
22.80693052567255,1,57.58974907297035
16.684842471403584,3,44.42868102242133
9.251685378242932,1,25.381288331631072
27.012907164416863,1,68.66839732591767
7.817816389539125,4,26.36664992470129
10.434939184983635,4,30.93365792725323
27.362879618265506,3,71.08112100531326
16.3567196032671,4,46.91873988460368
22.527220533121323,1,58.14885149694933
18.131599030749218,1,47.25587044056947
19.94973706127536,2,53.464943332056315
9.682115453929942,1,24.752492340979057
7.999789787173224,4,24.672221158947774
10.352278067891293,1,26.90924533824044
5.507805358419252,3,16.078766859132507
26.355116593433415,4,70.4242013334253
9.214161064253307,3,27.97178211851009
17.283192438017153,1,44.64531919883673
23.96725832909985,2,60.972084494904635
23.730899171895693,3,61.3714085180743
13.713201498941594,4,40.74777980610226
14.811461949015044,2,39.33833586228248
29.84635071911572,2,76.36846659208769
20.5633268323917,4,55.93432531608224
24.6245148504186,4,64.88397937172915
27.174065107357727,2,71.75825791790595
23.840105250650836,1,60.407210189041066
6.3702010036534595,3,20.89290403687207
17.302951278389592,4,48.1090299104213
3.9549305621218016,4,16.116858379872944
19.934741670355955,2,52.49354867493297
28.70513341744652,1,73.81606620648537
15.869229864703229,3,43.99216770784641
13.556202293165247,4,39.31379679916509
2.039439791126732,4,10.24653395499954
28.83346114754739,1,73.0508021527529
3.9870778397746047,2,14.283129291009374
2.191293705840561,2,6.971297279505502
8.135931733643215,1,21.5441369764512
2.9003825836330903,4,12.065842334290322
14.198417429941108,1,37.09848432819629
15.96654623645626,3,43.08689294524615
10.064528521828933,4,30.27606761016192
2.4778539946716958,3,9.625792401476271
4.236410679227575,4,13.809074180631038
12.150626961707914,2,32.78611969052663
2.755325073969548,4,10.587747351893716
21.24750204268749,2,53.78436934426982
7.003595704219547,1,18.845862581238254
9.760075494725516,2,27.288072078833352
12.429647538164827,2,34.00081688751665
13.081679359005289,3,36.87136910453292
1.0481605225692154,2,3.0878122854824284
4.250040758962228,2,11.664084969498102
26.020172348485463,2,69.42395230802734
1.0357588128453359,2,3.9421882720363035
15.736853318573377,3,43.55297432757013
15.195558188709034,2,39.70195785010674
10.659730669308496,4,31.528999412538806
13.50848358424704,2,35.53795475834401
23.636852988270945,4,64.453673625297
25.394907480233737,2,66.02404281790105
8.550107759042252,1,22.126979623961393
10.352222788064164,1,26.030384850479702
8.03200273782165,4,25.147781042046635
14.916038615980888,4,40.87737774090962
20.814492372105576,1,53.66371197238478
7.619333388439196,3,25.274818380134892
10.591336519591133,3,31.428511350239845
27.981153910085364,1,71.87123266210757
2.408509405561784,2,8.335666216163313
14.362318551947421,3,37.56704375286503
21.635183206306557,4,57.5656716198662
5.363166335166748,4,19.490708694019585
2.3738465801589737,1,6.344860370272654
5.007955777517392,1,13.020637345629432
27.6458726123898,2,71.3490310552905
1.2685336728125791,1,3.3092879231848933
6.461337269529203,3,18.526574439271368
1.9072218741476918,1,5.917580612587807
4.208254559303895,1,10.8291069435877
18.98432931222059,1,47.91980470077259
8.007528353433488,2,21.63762985743671
17.50714946248963,4,49.09023387005853
